source_id,source_name,canonical_source_id,population,spin_hz,distance_kpc,temperature_constraint,thermal_basis,surface_temperature_inf_k,surface_temperature_inf_lower_k,surface_temperature_inf_upper_k,core_temperature_inf_reference_k,core_temperature_inf_lower_k,core_temperature_inf_upper_k,input_observable,interval_description,spectral_band,surface_emission_model,spin_evidence,spin_reference,thermal_reference,spin_url,thermal_url,catalogue_locator,notes
39,J0030+0451,J00300451,rotation-powered MSP,205.549845838,0.329,upper_limit,flux_ceiling,449234.6427722065,,462968.9861850046,38108111.02784564,,38108111.02784564,L_SX=3.220000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 147 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
40,J0034-0534,J00340534,rotation-powered MSP,532.765050613,1.348,upper_limit,flux_ceiling,408761.22112666594,,420319.3547947981,31953177.78937253,,31953177.78937253,L_SX=1.310000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 148 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
41,J0101-6422,J01016422,rotation-powered MSP,388.651379712,1.001,upper_limit,flux_ceiling,619512.9108135425,,635672.7937711207,67683193.21367328,,67683193.21367328,L_SX=3.800000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 149 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
42,J0218+4232,J02184232,rotation-powered MSP,430.477830392,3.15,upper_limit,flux_ceiling,706070.2515126845,,736275.9150458085,87950800.25020196,,87950800.25020196,L_SX=1.080000e+32 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 150 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
43,J0307+7443,J03077443,rotation-powered MSP,316.856780735,0.386,upper_limit,flux_ceiling,327109.4227695248,,334743.61037281994,21013203.30717647,,21013203.30717647,L_SX=1.160000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 151 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
44,J0337+1715,J03371715,rotation-powered MSP,365.898280278,1.3,upper_limit,flux_ceiling,457082.894357548,,471255.36558743776,39356789.41088242,,39356789.41088242,L_SX=3.770000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 152 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
45,J0437-4715,J04374715,rotation-powered MSP,173.701580684,0.157,two_sided_estimate,strict,230000.0,220000.0,240000.0,4377318.353744315,3454394.291406804,11238166.280791543,Redshifted effective temperature of the whole surface,Posterior median and 16th–84th percentiles (68% credible interval),bolometric atmosphere result,,period coordinate in the dated Xu living-table snapshot,XuLive2025,GCGR2019,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stz2941,Xu living Table 2 line 153 (snapshot 2025-12-25),The thermal fit includes a partially ionized hydrogen atmosphere over the bulk surface and models the hot polar caps separately. The published surface-temperature fit is used in place of a luminosity-based ceiling.
46,J0613-0200,J06130200,rotation-powered MSP,326.583932071,0.78,upper_limit,flux_ceiling,386452.99551821046,,396874.37471613014,28766389.432218343,,28766389.432218343,L_SX=7.420000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 154 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
47,J0614-3329,J06143329,rotation-powered MSP,317.561130518,0.63,upper_limit,flux_ceiling,451768.4560259349,,465643.62922895834,38509291.53816707,,38509291.53816707,L_SX=3.390000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 155 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
48,J0636+5128,J06365128,rotation-powered MSP,348.553502963,0.714,upper_limit,flux_ceiling,397245.11392408377,,408210.630178622,30289689.55758672,,30289689.55758672,L_SX=9.840000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 156 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
49,J0740+6620,J07406620,rotation-powered MSP,346.5003465,1.15,upper_limit,flux_ceiling,444323.2478803196,,457785.859173651,37335748.80148911,,37335748.80148911,L_SX=2.910000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 158 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
50,J0751+1807,J07511807,rotation-powered MSP,287.43891923,1.1,upper_limit,flux_ceiling,455727.66151279426,,469824.0839532548,39139884.98408562,,39139884.98408562,L_SX=3.670000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 159 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
51,J0952-0607,J09520607,rotation-powered MSP,707.213578501,7.6,upper_limit,flux_ceiling,586707.5774112301,,608774.2137583514,62517268.98671498,,62517268.98671498,L_SX=2.940000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 160 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
52,J1012+5307,J10125307,rotation-powered MSP,190.258751903,0.7,upper_limit,flux_ceiling,430409.560471754,,443113.9069108531,35185802.54167951,,35185802.54167951,L_SX=2.160000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 161 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
53,J1023+0038,J10230038,rotation-powered MSP,592.417061611,1.19,upper_limit,flux_ceiling,1005130.9648510652,,1057758.1537868346,167981700.60911953,,167981700.60911953,L_SX=8.850000e+32 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 162 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
54,J1024-0719,J10240719,rotation-powered MSP,193.723363038,1.22,upper_limit,flux_ceiling,429135.10636984545,,441770.7840035299,34991695.99088796,,34991695.99088796,L_SX=2.100000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 163 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
55,J1035-6720,J10356720,rotation-powered MSP,348.189415042,1.461,upper_limit,flux_ceiling,427830.7799619616,,440396.4517869058,34793532.82209328,,34793532.82209328,L_SX=2.040000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 164 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
56,J1124-3653,J11243653,rotation-powered MSP,414.937759336,0.987,upper_limit,flux_ceiling,602299.8102061843,,617633.9847392619,64267959.48529275,,64267959.48529275,L_SX=2.800000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 165 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
57,J1125+7819,J11257819,rotation-powered MSP,237.981913375,0.903,upper_limit,flux_ceiling,400181.87700852705,,411297.32388992567,30710178.847896863,,30710178.847896863,L_X_fallback=1.060000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.3 keV (SRG/eROSITA),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Shibanov2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1134/S1063773725700288,Xu living Table 2 line 166 (snapshot 2025-12-25),"The SRG/eROSITA association is a counterpart candidate at approximately 3 sigma or greater. Its assigned luminosity is used as a conservative budget for uniform surface emission; polar-cap, shock, or magnetospheric emission may contribute."
58,J1227-4853,J12274853,rotation-powered MSP,593.119810202,1.613,upper_limit,flux_ceiling,1053841.5206871645,,1110262.656726699,183125438.91049224,,183125438.91049224,L_SX=1.140000e+33 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 167 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
59,J1231-1411,J12311411,rotation-powered MSP,271.444082519,0.42,upper_limit,flux_ceiling,453068.73668536654,,467016.4565247795,38715908.786778875,,38715908.786778875,L_SX=3.480000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 168 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
60,J1306-4035,J13064035,rotation-powered MSP,453.514739229,4.7,upper_limit,flux_ceiling,834069.0331139155,,873620.3406756888,119422173.68645918,,119422173.68645918,L_SX=3.070000e+32 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 169 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
61,J1300+1240,J13001240,rotation-powered MSP,160.797555877,0.709,upper_limit,flux_ceiling,467374.4817823114,,476880.2024866835,40272129.5281415,,40272129.5281415,L_X_fallback=1.250000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--7.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 170 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
62,J1311-3430,J13113430,rotation-powered MSP,390.625,2.43,upper_limit,flux_ceiling,612552.5404539722,,636321.422892012,67696127.65197267,,67696127.65197267,L_SX=4.040000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 171 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
63,J1326-4728A,J13264728A,rotation-powered MSP,243.368216111,5.43,upper_limit,flux_ceiling,424662.1860539553,,437058.18199761247,34314188.776873805,,34314188.776873805,L_X_fallback=1.900000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 172 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
64,J1400-1431,J14001431,rotation-powered MSP,324.254215305,0.278,upper_limit,flux_ceiling,320672.0482959182,,328025.812252475,20236328.436231807,,20236328.436231807,L_SX=9.130000e+28 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 174 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
65,J1417-4402,J14174402,rotation-powered MSP,375.375375375,4.4,upper_limit,flux_ceiling,1083511.5344335008,,1127353.8186111825,188493060.85515016,,188493060.85515016,L_SX=4.760000e+32 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 175 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
66,J1431-4715,J14314715,rotation-powered MSP,497.017892644,1.562,upper_limit,flux_ceiling,436382.7836974058,,449410.625696035,36101877.56477385,,36101877.56477385,L_SX=2.460000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 176 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
67,J1446-4701,J14464701,rotation-powered MSP,455.580865604,1.569,upper_limit,flux_ceiling,445790.8807895743,,459334.44690510264,37565811.58893657,,37565811.58893657,L_SX=3.000000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 177 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
68,J1514-4946,J15144946,rotation-powered MSP,278.629144609,0.908,upper_limit,flux_ceiling,499096.0718591688,,509864.77973236056,45466106.25643783,,45466106.25643783,L_SX=2.990000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 178 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
69,J1518+0204C,J15180204C,rotation-powered MSP,402.576489533,7.48,upper_limit,flux_ceiling,516408.66306184005,,534048.913522122,49367824.072812736,,49367824.072812736,L_X_fallback=1.080000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 179 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
70,J1544+4937,J15444937,rotation-powered MSP,463.177396943,2.99,upper_limit,flux_ceiling,479444.4027414923,,494892.39291276486,43012009.1838624,,43012009.1838624,L_X_fallback=5.760000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.3 keV (SRG/eROSITA),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Shibanov2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1134/S1063773725700288,Xu living Table 2 line 181 (snapshot 2025-12-25),"The SRG/eROSITA association is a counterpart candidate at approximately 3 sigma or greater. Its assigned luminosity is used as a conservative budget for uniform surface emission; polar-cap, shock, or magnetospheric emission may contribute."
71,J1602+3901,J16023901,rotation-powered MSP,269.687162891,1.63,upper_limit,flux_ceiling,459192.5866818163,,473483.6248477242,39695499.20565298,,39695499.20565298,L_X_fallback=3.930000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.3 keV (SRG/eROSITA),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Shibanov2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1134/S1063773725700288,Xu living Table 2 line 182 (snapshot 2025-12-25),"The SRG/eROSITA association is a counterpart candidate at approximately 3 sigma or greater. Its assigned luminosity is used as a conservative budget for uniform surface emission; polar-cap, shock, or magnetospheric emission may contribute."
72,J1614-2230,J16142230,rotation-powered MSP,317.359568391,0.7,upper_limit,flux_ceiling,417443.2254868251,,429455.96255891706,33233090.347872704,,33233090.347872704,L_SX=1.610000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 183 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
73,J1622-0315,J16220315,rotation-powered MSP,260.078023407,1.142,upper_limit,flux_ceiling,397562.9180923648,,408544.58808037295,30335066.805639382,,30335066.805639382,L_SX=9.920000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 184 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
74,J1625-0021,J16250021,rotation-powered MSP,352.858151023,0.951,upper_limit,flux_ceiling,402021.0748562478,,413230.91700952745,30974821.68284969,,30974821.68284969,L_SX=1.110000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 186 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
75,J1628-3205,J16283205,rotation-powered MSP,311.332503113,1.227,upper_limit,flux_ceiling,629172.5376802197,,645803.3241181471,69634312.1071786,,69634312.1071786,L_SX=4.480000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 187 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
76,J1630+3734,J16303734,rotation-powered MSP,301.386377336,1.187,upper_limit,flux_ceiling,495378.50956856663,,511759.1446936987,45704118.46598019,,45704118.46598019,L_X_fallback=7.630000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.3 keV (SRG/eROSITA),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Shibanov2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1134/S1063773725700288,Xu living Table 2 line 188 (snapshot 2025-12-25),"The SRG/eROSITA association is a counterpart candidate at approximately 3 sigma or greater. Its assigned luminosity is used as a conservative budget for uniform surface emission; polar-cap, shock, or magnetospheric emission may contribute."
77,J1640+2224,J16402224,rotation-powered MSP,316.15554853,1.37,upper_limit,flux_ceiling,554317.0900716108,,567444.4682059557,55167203.48393674,,55167203.48393674,L_SX=1.090000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 189 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
